[2025-12-02T11:06:18.483+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-02T11:06:18.534+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: mongo_iceberg_dag.run_mongo_to_iceberg manual__2025-12-02T11:06:16.662169+00:00 [queued]>
[2025-12-02T11:06:18.542+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: mongo_iceberg_dag.run_mongo_to_iceberg manual__2025-12-02T11:06:16.662169+00:00 [queued]>
[2025-12-02T11:06:18.554+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-12-02T11:06:18.620+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): run_mongo_to_iceberg> on 2025-12-02 11:06:16.662169+00:00
[2025-12-02T11:06:18.627+0000] {standard_task_runner.py:63} INFO - Started process 210 to run task
[2025-12-02T11:06:18.633+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'mongo_iceberg_dag', 'run_mongo_to_iceberg', 'manual__2025-12-02T11:06:16.662169+00:00', '--job-id', '17', '--raw', '--subdir', 'DAGS_FOLDER/spark_read_mongo_dag.py', '--cfg-path', '/tmp/tmptzbvbe8y']
[2025-12-02T11:06:18.636+0000] {standard_task_runner.py:91} INFO - Job 17: Subtask run_mongo_to_iceberg
[2025-12-02T11:06:19.611+0000] {task_command.py:426} INFO - Running <TaskInstance: mongo_iceberg_dag.run_mongo_to_iceberg manual__2025-12-02T11:06:16.662169+00:00 [running]> on host f8453ad61174
[2025-12-02T11:06:19.891+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='deeku' AIRFLOW_CTX_DAG_ID='mongo_iceberg_dag' AIRFLOW_CTX_TASK_ID='run_mongo_to_iceberg' AIRFLOW_CTX_EXECUTION_DATE='2025-12-02T11:06:16.662169+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-12-02T11:06:16.662169+00:00'
[2025-12-02T11:06:19.894+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-02T11:06:19.932+0000] {spark_read_mongo_dag.py:28} INFO - START run_spark_job
[2025-12-02T11:06:19.934+0000] {spark_read_mongo_dag.py:30} INFO - Checking path: /opt/***/spark_jobs/mongo_pyspark.py exists=True
[2025-12-02T11:06:19.935+0000] {spark_read_mongo_dag.py:30} INFO - Checking path: /opt/***/jars exists=True
[2025-12-02T11:06:19.937+0000] {spark_read_mongo_dag.py:34} INFO - Jar check: /opt/***/jars/mongo-spark-connector_2.12-10.1.1.jar exists=True size=156368
[2025-12-02T11:06:19.939+0000] {spark_read_mongo_dag.py:34} INFO - Jar check: /opt/***/jars/bson-4.11.2.jar exists=True size=511356
[2025-12-02T11:06:19.941+0000] {spark_read_mongo_dag.py:34} INFO - Jar check: /opt/***/jars/mongodb-driver-core-4.11.2.jar exists=True size=1670650
[2025-12-02T11:06:19.943+0000] {spark_read_mongo_dag.py:34} INFO - Jar check: /opt/***/jars/mongodb-driver-sync-4.11.2.jar exists=True size=151808
[2025-12-02T11:06:19.945+0000] {spark_read_mongo_dag.py:34} INFO - Jar check: /opt/***/jars/iceberg-spark-runtime-3.5_2.12-1.5.2.jar exists=True size=41604737
[2025-12-02T11:06:19.947+0000] {spark_read_mongo_dag.py:34} INFO - Jar check: /opt/***/jars/hadoop-aws-3.3.4.jar exists=True size=962685
[2025-12-02T11:06:19.949+0000] {spark_read_mongo_dag.py:34} INFO - Jar check: /opt/***/jars/aws-java-sdk-bundle-1.12.772.jar exists=True size=388405806
[2025-12-02T11:06:19.950+0000] {spark_read_mongo_dag.py:36} INFO - which spark-submit -> /home/***/.local/bin/spark-submit
[2025-12-02T11:06:19.950+0000] {spark_read_mongo_dag.py:45} INFO - ENV SPARK_HOME=/opt/spark/spark-3.4.1-bin-hadoop3 JAVA_HOME=/usr/lib/jvm/java-17-openjdk-amd64
[2025-12-02T11:06:19.951+0000] {spark_read_mongo_dag.py:46} INFO - Env PATH head: ['/opt/spark/spark-3.4.1-bin-hadoop3/bin', '/usr/lib/jvm/java-17-openjdk-amd64/bin', '/opt/spark/bin', '/usr/lib/jvm/java-17-openjdk-amd64/bin', '/root/bin']
[2025-12-02T11:06:19.951+0000] {spark_read_mongo_dag.py:49} INFO - Running command: spark-submit --jars /opt/***/jars/mongo-spark-connector_2.12-10.1.1.jar,/opt/***/jars/bson-4.11.2.jar,/opt/***/jars/mongodb-driver-core-4.11.2.jar,/opt/***/jars/mongodb-driver-sync-4.11.2.jar,/opt/***/jars/iceberg-spark-runtime-3.5_2.12-1.5.2.jar,/opt/***/jars/hadoop-aws-3.3.4.jar,/opt/***/jars/aws-java-sdk-bundle-1.12.772.jar /opt/***/spark_jobs/mongo_pyspark.py
[2025-12-02T11:08:42.134+0000] {spark_read_mongo_dag.py:51} INFO - Process finished. returncode=1
[2025-12-02T11:08:42.136+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,377 INFO mongo_to_iceberg - START main at 2025-12-02 11:06:24
[2025-12-02T11:08:42.136+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,377 INFO mongo_to_iceberg - Checking required JARs under /opt/***/jars
[2025-12-02T11:08:42.137+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,384 INFO mongo_to_iceberg - JAR: /opt/***/jars/mongo-spark-connector_2.12-10.1.1.jar exists=True size=156368
[2025-12-02T11:08:42.138+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,386 INFO mongo_to_iceberg - JAR: /opt/***/jars/bson-4.11.2.jar exists=True size=511356
[2025-12-02T11:08:42.138+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,388 INFO mongo_to_iceberg - JAR: /opt/***/jars/mongodb-driver-core-4.11.2.jar exists=True size=1670650
[2025-12-02T11:08:42.139+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,390 INFO mongo_to_iceberg - JAR: /opt/***/jars/mongodb-driver-sync-4.11.2.jar exists=True size=151808
[2025-12-02T11:08:42.139+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,392 INFO mongo_to_iceberg - JAR: /opt/***/jars/iceberg-spark-runtime-3.5_2.12-1.5.2.jar exists=True size=41604737
[2025-12-02T11:08:42.139+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,393 INFO mongo_to_iceberg - JAR: /opt/***/jars/hadoop-aws-3.3.4.jar exists=True size=962685
[2025-12-02T11:08:42.140+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,395 INFO mongo_to_iceberg - JAR: /opt/***/jars/aws-java-sdk-bundle-1.12.772.jar exists=True size=388405806
[2025-12-02T11:08:42.140+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,395 INFO mongo_to_iceberg - Mongo URI (masked): mongodb://172.168.168.206:27017/event-mesh
[2025-12-02T11:08:42.141+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,395 INFO mongo_to_iceberg - Using Iceberg warehouse (must be s3a://): s3a://iceberg/
[2025-12-02T11:08:42.141+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,395 INFO mongo_to_iceberg - S3 endpoint=http://minio:9000 path_style=true ssl_enabled=false
[2025-12-02T11:08:42.141+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:06:24,396 INFO mongo_to_iceberg - Creating SparkSession...
[2025-12-02T11:08:42.142+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:08:10,717 INFO mongo_to_iceberg - SparkSession created. Spark version=3.4.1
[2025-12-02T11:08:42.142+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:08:37,054 INFO mongo_to_iceberg - spark.jars config=/opt/***/jars/mongo-spark-connector_2.12-10.1.1.jar,/opt/***/jars/bson-4.11.2.jar,/opt/***/jars/mongodb-driver-core-4.11.2.jar,/opt/***/jars/mongodb-driver-sync-4.11.2.jar,/opt/***/jars/iceberg-spark-runtime-3.5_2.12-1.5.2.jar,/opt/***/jars/hadoop-aws-3.3.4.jar,/opt/***/jars/aws-java-sdk-bundle-1.12.772.jar
[2025-12-02T11:08:42.143+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:08:37,055 INFO mongo_to_iceberg - spark.mongodb.read.connection.uri=mongodb://172.168.168.206:27017/event-mesh
[2025-12-02T11:08:42.143+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:08:37,055 INFO mongo_to_iceberg - spark.sql.catalog.iceberg_catalog.warehouse=s3a://iceberg/
[2025-12-02T11:08:42.144+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:08:37,055 INFO mongo_to_iceberg - Starting read from MongoDB collection event-mesh.
[2025-12-02T11:08:42.144+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:08:38,663 ERROR mongo_to_iceberg - Exception during job: state should be: collectionName is not empty
[2025-12-02T11:08:42.144+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | 2025-12-02 11:08:38,805 ERROR mongo_to_iceberg - Traceback:
[2025-12-02T11:08:42.145+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout | Traceback (most recent call last):
[2025-12-02T11:08:42.145+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout |   File "/opt/***/spark_jobs/mongo_pyspark.py", line 309, in main
[2025-12-02T11:08:42.145+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout |     spark.read
[2025-12-02T11:08:42.146+0000] {spark_read_mongo_dag.py:54} INFO - spark-submit stdout |   File "/opt/spark/spark-3.4.1-bin-hadoop3/python/lib/pyspark.zip/pyspark/sql/readwriter.py", line 307, in load
